Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Marvin Williams,SF,24,ATL,65,52,1865,246,537,0.458,37,110,0.336,209,427,0.489,0.493,147,174,0.845,68,245,313,88,34,23,62,104,676,0.205,7.6,0.9,-0.8,-0.5,15.7,1.7,0.324,-0.3,4.4,2.3,13.5,1.0,9.2,10.1,0.551,17.2,0.6,4.0,0.102,7500000.0,9845440.0
Reggie Williams,SF,24,GSW,80,9,1626,268,572,0.469,102,241,0.423,166,331,0.502,0.558,100,134,0.746,45,171,216,121,28,3,57,124,738,0.421,11.4,0.1,-0.2,-1.8,12.2,0.3,0.234,1.6,3.1,3.4,14.9,0.9,8.3,7.5,0.585,18.7,0.7,3.7,0.109,2500000.0,3281813.0
Shawne Williams,PF,24,NYK,64,11,1323,164,385,0.426,85,212,0.401,79,173,0.457,0.536,41,49,0.837,60,179,239,47,39,51,46,164,454,0.551,5.3,2.8,-0.7,-0.2,15.6,1.1,0.127,-0.5,5.1,1.4,12.2,1.5,10.2,10.3,0.558,15.2,0.4,2.5,0.089,3000000.0,3938176.0
Shelden Williams,PF,27,TOT,59,38,911,103,220,0.468,0,0,0.0,103,220,0.468,0.468,58,75,0.773,93,180,273,32,23,26,43,126,264,0.0,5.1,2.1,-2.7,-0.4,22.3,1.1,0.341,-2.3,12.0,0.9,12.3,1.3,14.5,17.3,0.522,14.5,-0.2,1.9,0.102,992680.0,1303116.0
Terrence Williams,SG,23,TOT,21,0,290,43,115,0.374,6,22,0.273,37,93,0.398,0.4,14,21,0.667,4,47,51,38,9,0,33,25,106,0.191,22.0,0.0,-6.0,-0.8,19.3,0.2,0.183,-5.3,1.6,-0.8,6.9,1.6,21.0,10.3,0.427,24.7,-0.3,-0.6,-0.096,2369040.0,3109898.0
Metta World Peace,SF,31,LAL,82,82,2410,261,658,0.397,83,233,0.356,178,425,0.419,0.46,92,136,0.676,100,167,267,175,124,36,90,181,697,0.354,10.7,1.1,0.2,1.5,7.6,3.2,0.207,-1.4,4.9,1.2,11.2,2.7,11.1,6.3,0.485,15.3,1.3,4.4,0.088,6790640.0,8914245.0
Brandan Wright,PF,23,TOT,37,2,379,60,117,0.513,0,0,0.0,60,117,0.513,0.513,21,31,0.677,31,58,89,12,11,17,14,34,141,0.0,5.1,3.4,-1.4,-0.6,18.2,0.4,0.265,-0.8,9.2,0.4,15.9,1.5,9.7,13.6,0.54,17.2,0.1,0.8,0.099,915852.0,1202262.0
Dorell Wright,SF,25,GSW,82,82,3147,485,1146,0.423,194,516,0.376,291,630,0.462,0.508,180,228,0.789,88,343,431,242,124,63,133,171,1344,0.45,11.6,1.5,0.8,-0.5,12.6,1.8,0.199,1.3,3.1,3.9,15.0,2.0,9.6,7.8,0.539,19.3,2.2,5.8,0.088,3823000.0,5018549.0
Nick Young,SG,25,WAS,64,40,2034,412,935,0.441,105,271,0.387,307,664,0.462,0.497,186,228,0.816,26,148,174,75,45,17,90,144,1115,0.29,6.6,0.6,-1.3,-1.8,8.6,0.4,0.244,0.6,1.4,2.3,14.5,1.1,8.0,4.9,0.538,24.4,0.4,2.8,0.065,3695857.0,4851645.0
Sam Young,SF,25,MEM,78,46,1577,233,494,0.472,17,50,0.34,216,444,0.486,0.489,89,116,0.767,40,147,187,71,68,23,61,120,572,0.101,6.9,1.2,-0.9,0.7,11.2,1.8,0.235,-1.6,3.0,1.1,12.5,2.3,10.1,7.1,0.525,17.3,0.5,2.9,0.088,947800.0,1244201.0
Thaddeus Young,PF,22,PHI,82,1,2135,458,847,0.541,6,22,0.273,452,825,0.548,0.544,123,174,0.707,153,281,434,82,90,26,99,170,1045,0.026,6.7,0.9,1.0,0.3,15.2,3.0,0.205,0.8,8.3,3.2,18.4,2.2,9.7,11.7,0.566,22.1,1.6,6.2,0.139,7478261.0,9816903.0
